t,pressure
8.72,94160.0
8.74,94598.90000000001
8.76,93926.8
8.78,94324.20000000001
8.8,94900.20000000001
8.82,94434.40000000001
8.84,95094.70000000001
8.86,94972.90000000001
8.88,94445.40000000001
8.9,94593.90000000001
8.92,94617.5
8.94,94630.8
8.96,95043.8
8.98,94412.0
9.0,94276.5
9.02,94749.1
9.040000000000001,94248.1
9.06,94239.70000000001
9.08,93982.3
9.1,94413.20000000001
9.120000000000001,94186.6
9.14,94305.1
9.16,95211.3
9.18,95179.5
9.200000000000001,94653.6
9.22,94166.90000000001
9.24,94641.70000000001
9.26,94178.3
9.28,94759.90000000001
9.3,93971.6
9.32,94546.8
9.34,94408.20000000001
9.36,95028.8
9.38,93805.0
9.4,94398.70000000001
9.42,94481.90000000001
9.44,94653.20000000001
9.46,94497.1
9.48,94593.0
9.5,94762.0
9.52,94732.90000000001
9.540000000000001,94936.90000000001
9.56,94598.90000000001
9.58,94802.0
9.6,94552.90000000001
9.620000000000001,94025.5
9.64,94456.3
9.66,93986.5
9.68,95002.6
9.700000000000001,94791.0
9.72,94719.8
9.74,94230.70000000001
9.76,94450.8
9.78,94535.8
9.8,94888.70000000001
9.82,94438.70000000001
